Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Ireland,IRL,2001,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,4.63266890164734
Ireland,IRL,2000,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,10.5605124658198
Ireland,IRL,1999,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,9.42316244531128
Ireland,IRL,1998,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,7.79300662036609
Ireland,IRL,1997,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,6.44524635286146
Ireland,IRL,1996,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,7.09964541828236
Ireland,IRL,1995,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,3.44671107160721
Ireland,IRL,1994,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,4.36401270290459
Ireland,IRL,1993,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,2.90589170848013
Ireland,IRL,1992,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,2.88673344139802
Ireland,IRL,1991,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,1.80487707751126
Ireland,IRL,1990,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,1.41354183195223
Ireland,IRL,1989,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,6.51855259435206
Ireland,IRL,1988,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,4.48533345352568
Ireland,IRL,1987,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,3.32470377266434
Ireland,IRL,1986,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,2.01272003248963
Ireland,IRL,1985,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,4.59121233618846
Ireland,IRL,1984,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,2.00950373958165
Ireland,IRL,1983,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,0.851872001803699
Ireland,IRL,1982,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,-7.05779114572358
Ireland,IRL,1981,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,1.69868913929906
Ireland,IRL,1980,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,0.428903162458255
Ireland,IRL,1979,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,4.43390890546213
Ireland,IRL,1978,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,9.11127705221692
Ireland,IRL,1977,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,6.76954469468953
Ireland,IRL,1976,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,2.83002966434623
Ireland,IRL,1975,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,0.824276075663192
Ireland,IRL,1974,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,1.64226135942702
Ireland,IRL,1973,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,7.17833230027414
Ireland,IRL,1972,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,5.14845175000038
Ireland,IRL,1971,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,3.23767891009688
Ireland,IRL,2018,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,92637893000
Ireland,IRL,2017,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,89595310800
Ireland,IRL,2016,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,86935160500
Ireland,IRL,2015,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,82498424600
Ireland,IRL,2014,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,80031716200
Ireland,IRL,2013,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,78069180700
Ireland,IRL,2012,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,77824920400
Ireland,IRL,2011,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,78516457100
Ireland,IRL,2010,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,79811947200
Ireland,IRL,2009,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,79456159700
Ireland,IRL,2008,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,83727324200
Ireland,IRL,2007,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,83507209700
Ireland,IRL,2006,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,78325409300
Ireland,IRL,2005,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,73412917000
Ireland,IRL,2004,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,68572580200
Ireland,IRL,2003,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,66169090600
Ireland,IRL,2002,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,64317955600
Ireland,IRL,2001,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,62011427000
Ireland,IRL,2000,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,59265837000
Ireland,IRL,1999,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,53604886300
Ireland,IRL,1998,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,48988610000
Ireland,IRL,1997,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,45446927900
Ireland,IRL,1996,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,42695122100
Ireland,IRL,1995,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,39864858500
Ireland,IRL,1994,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,38536612800
Ireland,IRL,1993,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,36925192700
Ireland,IRL,1992,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,35882486500
Ireland,IRL,1991,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,34875717500
Ireland,IRL,1990,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,34257413300
Ireland,IRL,1989,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,33779920000
Ireland,IRL,1988,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,31712710300
Ireland,IRL,1987,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,30351351000
Ireland,IRL,1986,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,29374728300
Ireland,IRL,1985,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,28795162300
Ireland,IRL,1984,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,27531148800
Ireland,IRL,1983,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,26988807700
Ireland,IRL,1982,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,26760839600
Ireland,IRL,1981,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,28792988600
Ireland,IRL,1980,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,28312054800
Ireland,IRL,1979,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,28191142100
Ireland,IRL,1978,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,26994242000
Ireland,IRL,1977,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,24740102700
Ireland,IRL,1976,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,23171497800
Ireland,IRL,1975,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,22533785000
Ireland,IRL,1974,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,22349562900
Ireland,IRL,1973,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,21988455000
Ireland,IRL,1972,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,20515765200
Ireland,IRL,1971,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,19511238500
Ireland,IRL,1970,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,18899338600
Ireland,IRL,2018,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,25279.0232600314
Ireland,IRL,2017,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,24683.3042789149
Ireland,IRL,2016,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,24212.6059838319
Ireland,IRL,2015,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,23237.7563521201
Ireland,IRL,2014,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,22756.951270937
Ireland,IRL,2013,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,22361.7748198008
Ireland,IRL,2012,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,22409.4985045603
Ireland,IRL,2011,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,22704.6307454329
Ireland,IRL,2010,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,23180.1100564265
Ireland,IRL,2009,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,23202.862190696
Ireland,IRL,2008,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,24699.7280411303
Ireland,IRL,2007,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,25142.179824537
Ireland,IRL,2006,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,24273.7518925954
Ireland,IRL,2005,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,23373.0463372707
Ireland,IRL,2004,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,22312.8639499246
Ireland,IRL,2003,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,21928.0623922439
Ireland,IRL,2002,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,21664.654527147
Ireland,IRL,2001,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,21242.7026669356
Ireland,IRL,2000,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,20627.9985998605
Ireland,IRL,1999,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,18908.0342771588
Ireland,IRL,1998,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,17475.6331147951
Ireland,IRL,1997,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,16382.2050669898
Ireland,IRL,1996,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,15545.3768849449
Ireland,IRL,1995,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,14630.1800337615
Ireland,IRL,1994,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,14215.41651906
Ireland,IRL,1993,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,13674.7928253653
Ireland,IRL,1992,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,13355.2276347848
Ireland,IRL,1991,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,13069.3780088282
Ireland,IRL,1990,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,12911.6937072201
Ireland,IRL,1989,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,12742.4772135045
Ireland,IRL,1988,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,11915.3749730809
Ireland,IRL,1987,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,11355.204604133
Ireland,IRL,1986,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,10990.96490282
Ireland,IRL,1985,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,10779.0088450294
Ireland,IRL,1984,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,10322.3557257954
Ireland,IRL,1983,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,10181.9167559677
Ireland,IRL,1982,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,10167.7406726175
Ireland,IRL,1981,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,11043.7701335067
Ireland,IRL,1980,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,10987.2180568539
Ireland,IRL,1979,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,11066.9249492337
Ireland,IRL,1978,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,10739.1890550968
Ireland,IRL,1977,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,9983.05924884501
Ireland,IRL,1976,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,9477.58631731169
Ireland,IRL,1975,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,9356.89860524948
Ireland,IRL,1974,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,9434.3610172901
Ireland,IRL,1973,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,9436.97971698657
Ireland,IRL,1972,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,8947.29116354528
Ireland,IRL,1971,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,8636.60749036759
Ireland,IRL,1970,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,8464.19688873244
Ireland,IRL,2018,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,2.41344908438916
Ireland,IRL,2017,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.94402161996672
Ireland,IRL,2016,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,4.19511082283488
Ireland,IRL,2015,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,2.11278336653614
Ireland,IRL,2014,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.76719627274949
Ireland,IRL,2013,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-0.212961859676525
Ireland,IRL,2012,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-1.29987685852136
Ireland,IRL,2011,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-2.05123836701438
Ireland,IRL,2010,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-0.0980574468894275
Ireland,IRL,2009,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-6.06025235557941
Ireland,IRL,2008,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-1.75979881813927
Ireland,IRL,2007,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,3.57764195573938
Ireland,IRL,2006,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,3.85360787946765
Ireland,IRL,2005,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,4.75144019936383
Ireland,IRL,2004,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.7548361127286
Ireland,IRL,2003,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.21584152088299
Ireland,IRL,2002,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.98633792896837
Ireland,IRL,2001,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,2.97995011052252
Ireland,IRL,2000,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,9.09647347519076
Ireland,IRL,1999,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,8.19656233885428
Ireland,IRL,1998,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,6.67448639138703
Ireland,IRL,1997,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,5.38313215715793
Ireland,IRL,1996,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,6.25554059534119
Ireland,IRL,1995,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,2.91770215909861
Ireland,IRL,1994,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,3.95343242562282
Ireland,IRL,1993,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,2.39280976198519
Ireland,IRL,1992,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,2.18717084901468
Ireland,IRL,1991,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.22125187588563
Ireland,IRL,1990,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.32797171915922
Ireland,IRL,1989,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,6.94147051429054
Ireland,IRL,1988,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,4.93315962571023
Ireland,IRL,1987,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,3.31399203376168
Ireland,IRL,1986,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.96637799298554
Ireland,IRL,1985,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,4.42392348572926
Ireland,IRL,1984,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.37929795728746
Ireland,IRL,1983,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,0.139422156864171
Ireland,IRL,1982,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-7.93234058930045
Ireland,IRL,1981,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,0.514707875644334
Ireland,IRL,1980,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-0.720226194226569
Ireland,IRL,1979,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,3.05177506844727
Ireland,IRL,1978,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,7.57412920632797
Ireland,IRL,1977,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,5.33335086181201
Ireland,IRL,1976,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.28982601130789
Ireland,IRL,1975,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-0.821066862913796
Ireland,IRL,1974,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-0.0277493411557543
Ireland,IRL,1973,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,5.47303697275959
Ireland,IRL,1972,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,3.59728832790185
Ireland,IRL,1971,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,2.03693987630018
Ireland,IRL,2018,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,101257312282.427
Ireland,IRL,2017,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,97153304402.719
Ireland,IRL,2016,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,92524438217.5419
Ireland,IRL,2015,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,86928289155.6135
Ireland,IRL,2014,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,84650633898.9662
Ireland,IRL,2013,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,83744447434.0811
Ireland,IRL,2012,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,82489661345.2952
Ireland,IRL,2011,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,82602825650.7804
Ireland,IRL,2010,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,82607551973.9008
Ireland,IRL,2009,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,79909635131.6235
Ireland,IRL,2008,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,85225816288.2779
Ireland,IRL,2007,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,84106651924.4001
Ireland,IRL,2006,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,76770876979.5912
Ireland,IRL,2005,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,69925840213.5755
Ireland,IRL,2004,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,64368430948.0294
Ireland,IRL,2003,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,60323918987.6608
Ireland,IRL,2002,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,56728729787.3272
Ireland,IRL,2001,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,54096673384.362
Ireland,IRL,2000,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,50817338612.6963
Ireland,IRL,1999,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,45373075108.3219
Ireland,IRL,1998,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,41844579788.1716
Ireland,IRL,1997,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,37775753441.6738
Ireland,IRL,1996,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,35830527561.5967
Ireland,IRL,1995,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,32648368957.8213
Ireland,IRL,1994,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,30909750513.7685
Ireland,IRL,1993,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,29011908752.5728
Ireland,IRL,1992,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,27507497377.0641
Ireland,IRL,1991,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,26041522497.6812
Ireland,IRL,1990,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,24752270426.2227
Ireland,IRL,2018,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,97459208002.5813
Ireland,IRL,2017,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,94258275404.7862
Ireland,IRL,2016,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,91459678275.5766
Ireland,IRL,2015,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,86792033611.7389
Ireland,IRL,2014,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,84196946015.8097
Ireland,IRL,2013,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,82132270867.089
Ireland,IRL,2012,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,81875298103.4222
Ireland,IRL,2011,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,82602825650.7804
Ireland,IRL,2010,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,83965739195.4698
Ireland,IRL,2009,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,83591434827.7396
Ireland,IRL,2008,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,88084890971.2072
Ireland,IRL,2007,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,87853320669.4098
Ireland,IRL,2006,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,82401834817.8106
